#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr12	92750000	93000000	P5_DCIS	1.10021	8	64	232	283	0.450485	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	92750000	93000000	P5_INV	1.01825	5	47	100	136	0.423729	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	93000000	93250000	P5_DCIS	1.06488	13	126	758	891	0.459673	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	93000000	93250000	P5_INV	1.08595	12	121	661	791	0.455234	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	93250000	93500000	P5_DCIS	1.14823	10	60	271	330	0.450915	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	93250000	93500000	P5_INV	1.14452	7	46	133	192	0.409231	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	93500000	93750000	P5_DCIS	1.15269	1	56	28	28	0.5	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	93500000	93750000	P5_INV	1.20406	1	20	10	10	0.5	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	93750000	94000000	P5_DCIS	1.29457	14	119	765	908	0.457262	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	93750000	94000000	P5_INV	1.2256	9	95	385	471	0.449766	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	94500000	94750000	P5_DCIS	1.10264	12	95	518	626	0.452797	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	94500000	94750000	P5_INV	1.09872	9	69	284	339	0.455859	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	94750000	95000000	P5_DCIS	1.10958	4	144	275	302	0.476603	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	94750000	95000000	P5_INV	1.13573	4	100	184	216	0.46	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	95250000	95500000	P5_DCIS	1.24193	4	69	135	143	0.485612	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	95250000	95500000	P5_INV	1.28105	3	22	30	38	0.441176	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	95500000	95750000	P5_DCIS	1.1592	8	97	366	411	0.471042	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	95500000	95750000	P5_INV	1.18126	8	65	235	286	0.451056	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	95750000	96000000	P5_DCIS	1.18592	1	80	37	43	0.4625	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	95750000	96000000	P5_INV	1.25437	1	35	17	18	0.485714	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	96000000	96250000	P5_DCIS	1.13113	3	75	103	122	0.457778	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	96000000	96250000	P5_INV	1.09899	3	46	63	76	0.453237	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	96250000	96500000	P5_DCIS	1.12689	14	90	583	682	0.46087	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	96250000	96500000	P5_INV	1.11498	11	91	436	575	0.431256	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	96500000	96750000	P5_DCIS	1.17899	5	50	117	137	0.46063	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr12	96500000	96750000	P5_INV	1.16865	3	20	25	35	0.416667	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr12	97000000	97250000	P5_DCIS	0.701576	15	56	216	626	0.256532	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	97000000	97250000	P5_INV	0.826044	6	87	165	362	0.313093	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	97250000	97500000	P5_DCIS	0.704274	10	48	133	353	0.273663	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	97250000	97500000	P5_INV	0.778244	7	38	87	184	0.321033	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	98500000	98750000	P5_DCIS	0.677869	3	54	56	106	0.345679	5	1|1	0.320065	3|1	0	2|2	0.297808	3|1	0.195104	2|0	0.187023
chr12	98500000	98750000	P5_INV	0.838614	3	44	42	91	0.315789	5	1|1	0.55936	3|1	0.279445	2|2	0	3|1	0.161195	2|0	0
chr12	98750000	99000000	P5_DCIS	0.839519	10	43	113	323	0.259174	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	98750000	99000000	P5_INV	0.97485	5	36	54	126	0.3	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	99000000	99250000	P5_DCIS	0.785926	16	58	270	665	0.28877	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	99000000	99250000	P5_INV	0.903072	11	50	180	379	0.322004	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	99500000	99750000	P5_DCIS	0.458224	3	9	11	16	0.407407	25	1|1	0.320065	2|1	0	2|1	0.297808	2|1	0.195104	2|1	0.187023
chr12	99500000	99750000	P5_INV	0.600578	1	10	4	6	0.4	25	1|1	0.55936	2|1	0.279445	2|1	0	2|1	0.161195	2|1	0
chr12	100000000	100250000	P5_DCIS	0.672081	11	35	106	288	0.269036	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	100000000	100250000	P5_INV	0.777406	5	31	55	103	0.348101	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	100500000	100750000	P5_DCIS	0.808824	3	48	36	110	0.246575	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	100500000	100750000	P5_INV	0.881459	1	84	29	55	0.345238	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	100750000	101000000	P5_DCIS	0.703344	11	52	159	416	0.276522	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	100750000	101000000	P5_INV	0.837743	9	43	118	274	0.30102	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	101000000	101250000	P5_DCIS	0.688394	2	103	49	158	0.236715	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	101000000	101250000	P5_INV	0.849082	2	71	42	100	0.295775	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	101250000	101500000	P5_DCIS	0.674054	12	41	142	350	0.288618	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	101250000	101500000	P5_INV	0.815159	5	42	65	145	0.309524	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	101500000	101750000	P5_DCIS	0.73915	18	67	319	887	0.264511	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	101500000	101750000	P5_INV	0.869567	13	70	265	646	0.290889	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	101750000	102000000	P5_DCIS	0.837336	13	50	167	493	0.25303	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	101750000	102000000	P5_INV	0.968023	9	41	119	252	0.320755	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	102000000	102250000	P5_DCIS	0.795053	18	84	417	1098	0.275248	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	102000000	102250000	P5_INV	0.855878	13	81	321	737	0.303403	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	102250000	102500000	P5_DCIS	0.823792	6	96	153	424	0.265165	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	102250000	102500000	P5_INV	0.84467	6	84	153	352	0.30297	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	102500000	102750000	P5_DCIS	0.704524	7	51	120	243	0.330579	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	102500000	102750000	P5_INV	0.808725	7	36	81	177	0.313953	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	103750000	104000000	P5_DCIS	0.667844	1	49	10	39	0.204082	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	103750000	104000000	P5_INV	0.748122	1	19	8	11	0.421053	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	104000000	104250000	P5_DCIS	0.743959	33	43	366	1063	0.256123	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	104000000	104250000	P5_INV	0.814469	17	44	249	499	0.332888	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	104250000	104500000	P5_DCIS	0.806951	22	53	346	827	0.29497	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	104250000	104500000	P5_INV	0.897143	15	52	258	533	0.326169	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	104500000	104750000	P5_DCIS	0.8334	11	51	162	406	0.285211	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	104500000	104750000	P5_INV	0.928641	7	45	100	215	0.31746	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	105250000	105500000	P5_DCIS	0.808623	18	59	342	732	0.318436	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	105250000	105500000	P5_INV	0.875798	11	65	238	486	0.328729	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	105500000	105750000	P5_DCIS	0.763678	25	64	464	1160	0.285714	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	105500000	105750000	P5_INV	0.870384	20	53	327	736	0.30762	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	105750000	106000000	P5_DCIS	0.732134	5	88	122	321	0.275395	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	105750000	106000000	P5_INV	0.81919	3	122	133	235	0.361413	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	106250000	106500000	P5_DCIS	0.643346	3	45	38	97	0.281481	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	106250000	106500000	P5_INV	0.745634	3	37	39	73	0.348214	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	106500000	106750000	P5_DCIS	0.737223	4	67	76	193	0.282528	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	106500000	106750000	P5_INV	0.822122	4	44	67	109	0.380682	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	106750000	107000000	P5_DCIS	0.74085	11	59	175	475	0.269231	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	106750000	107000000	P5_INV	0.872015	7	66	142	321	0.306695	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	107000000	107250000	P5_DCIS	0.728972	6	33	65	134	0.326633	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	107000000	107250000	P5_INV	0.817582	5	32	48	113	0.298137	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	107500000	107750000	P5_DCIS	0.640263	1	29	13	16	0.448276	5	1|1	0.320065	3|1	0	2|2	0.297808	3|1	0.195104	2|0	0.187023
chr12	107500000	107750000	P5_INV	0.797094	1	16	5	11	0.3125	5	1|1	0.55936	3|1	0.279445	2|2	0	3|1	0.161195	2|0	0
chr12	107750000	108000000	P5_DCIS	0.761452	1	49	11	38	0.22449	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	107750000	108000000	P5_INV	0.867472	1	45	12	33	0.266667	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	108000000	108250000	P5_DCIS	0.754245	4	45	57	125	0.313187	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	108000000	108250000	P5_INV	0.873793	3	54	60	102	0.37037	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	108250000	108500000	P5_DCIS	0.65702	22	60	400	920	0.30303	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	108250000	108500000	P5_INV	0.791934	15	68	387	636	0.378299	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	108500000	108750000	P5_DCIS	0.680235	2	45	16	75	0.175824	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	108500000	108750000	P5_INV	0.758781	2	42	32	52	0.380952	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	108750000	109000000	P5_DCIS	0.824167	29	47	401	989	0.288489	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	108750000	109000000	P5_INV	0.860547	18	46	264	572	0.315789	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	109000000	109250000	P5_DCIS	0.875849	9	90	254	559	0.312423	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	109000000	109250000	P5_INV	0.865125	7	68	172	310	0.356846	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	109250000	109500000	P5_DCIS	0.847007	3	35	19	86	0.180952	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	109250000	109500000	P5_INV	0.945745	1	30	10	20	0.333333	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	109500000	109750000	P5_DCIS	0.817972	36	46	458	1203	0.275738	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	109500000	109750000	P5_INV	0.877939	26	46	371	836	0.307374	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	109750000	110000000	P5_DCIS	0.815193	24	46	286	839	0.254222	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	109750000	110000000	P5_INV	0.901215	13	53	237	452	0.343977	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	110000000	110250000	P5_DCIS	0.862365	16	35	148	424	0.258741	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	110000000	110250000	P5_INV	0.851657	7	38	92	175	0.344569	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	110250000	110500000	P5_DCIS	0.898692	2	43	28	59	0.321839	21	1|1	0.320065	3|0	0	3|0	0.297808	4|1	0.195104	3|1	0.187023
chr12	110250000	110500000	P5_INV	0.957281	2	13	3	24	0.111111	21	1|1	0.55936	3|0	0.279445	3|0	0	4|1	0.161195	3|1	0
chr12	110750000	111000000	P5_DCIS	0.904375	3	44	36	97	0.270677	21	1|1	0.320065	3|0	0	3|0	0.297808	4|1	0.195104	3|1	0.187023
chr12	110750000	111000000	P5_INV	0.983706	2	36	17	55	0.236111	21	1|1	0.55936	3|0	0.279445	3|0	0	4|1	0.161195	3|1	0
chr12	111500000	111750000	P5_DCIS	0.772442	5	27	51	87	0.369565	6	1|1	0.320065	4|0	0	2|2	0.297808	5|2	0.195104	4|1	0.187023
chr12	111500000	111750000	P5_INV	0.886919	2	23	8	39	0.170213	6	1|1	0.55936	4|0	0.279445	2|2	0	5|2	0.161195	4|1	0
chr12	111750000	112000000	P5_DCIS	0.880672	3	43	28	101	0.217054	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	111750000	112000000	P5_INV	0.953216	3	31	36	59	0.378947	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	113000000	113250000	P5_DCIS	0.707004	1	31	8	23	0.258065	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	113000000	113250000	P5_INV	0.843839	1	19	6	13	0.315789	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	113250000	113500000	P5_DCIS	0.826955	41	49	549	1480	0.270577	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	113250000	113500000	P5_INV	0.805593	29	45	427	883	0.325954	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	113500000	113750000	P5_DCIS	0.87421	28	36	245	773	0.240668	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	113500000	113750000	P5_INV	0.862382	20	31	234	397	0.37084	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	113750000	114000000	P5_DCIS	0.876307	5	41	55	151	0.26699	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	113750000	114000000	P5_INV	0.863083	3	32	28	70	0.285714	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	114000000	114250000	P5_DCIS	0.673597	1	19	3	16	0.157895	21	1|1	0.320065	3|0	0	3|0	0.297808	4|1	0.195104	3|1	0.187023
chr12	114000000	114250000	P5_INV	0.825477	1	9	4	5	0.444444	21	1|1	0.55936	3|0	0.279445	3|0	0	4|1	0.161195	3|1	0
chr12	114250000	114500000	P5_DCIS	0.753616	17	37	202	443	0.313178	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	114250000	114500000	P5_INV	0.816922	11	39	150	289	0.341686	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	114750000	115000000	P5_DCIS	0.735812	3	48	46	98	0.319444	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	114750000	115000000	P5_INV	0.822666	3	29	26	63	0.292135	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	115000000	115250000	P5_DCIS	0.805356	3	52	43	113	0.275641	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	115000000	115250000	P5_INV	0.872586	3	29	26	63	0.292135	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	116000000	116250000	P5_DCIS	0.693901	1	89	20	69	0.224719	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	116000000	116250000	P5_INV	0.90512	1	85	27	58	0.317647	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	116250000	116500000	P5_DCIS	0.743552	7	42	77	222	0.257525	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	116250000	116500000	P5_INV	0.812518	5	38	73	121	0.376289	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	117000000	117250000	P5_DCIS	0.886924	2	92	45	140	0.243243	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	117000000	117250000	P5_INV	0.856462	2	39	23	55	0.294872	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	117500000	117750000	P5_DCIS	0.812733	18	33	162	448	0.265574	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	117500000	117750000	P5_INV	0.876983	12	32	138	256	0.350254	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	117750000	118000000	P5_DCIS	0.696127	1	54	8	46	0.148148	21	1|1	0.320065	3|0	0	3|0	0.297808	4|1	0.195104	3|1	0.187023
chr12	117750000	118000000	P5_INV	0.760949	1	35	11	24	0.314286	21	1|1	0.55936	3|0	0.279445	3|0	0	4|1	0.161195	3|1	0
chr12	118250000	118500000	P5_DCIS	0.850202	7	58	107	304	0.260341	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	118250000	118500000	P5_INV	0.921292	6	53	100	218	0.314465	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	118500000	118750000	P5_DCIS	0.863049	8	96	201	568	0.261378	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	118500000	118750000	P5_INV	0.964336	6	62	122	255	0.323607	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	119500000	119750000	P5_DCIS	0.729405	16	48	192	589	0.245839	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	119500000	119750000	P5_INV	0.803801	12	36	143	294	0.327231	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	119750000	120000000	P5_DCIS	0.713224	6	67	102	305	0.250614	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	119750000	120000000	P5_INV	0.84246	4	81	102	223	0.313846	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	120000000	120250000	P5_DCIS	0.854025	17	42	216	513	0.296296	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	120000000	120250000	P5_INV	0.877878	13	29	126	251	0.334218	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	120500000	120750000	P5_DCIS	0.901504	14	41	153	430	0.262436	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	120500000	120750000	P5_INV	0.874571	9	35	88	234	0.273292	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	120750000	121000000	P5_DCIS	0.918543	11	50	161	391	0.291667	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	120750000	121000000	P5_INV	0.937994	7	51	115	247	0.31768	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	121000000	121250000	P5_DCIS	0.873033	15	46	185	517	0.263533	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	121000000	121250000	P5_INV	0.926816	10	39	127	269	0.320707	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	121250000	121500000	P5_DCIS	0.918232	4	52	47	163	0.22381	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	121250000	121500000	P5_INV	0.931141	3	57	53	119	0.30814	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	121500000	121750000	P5_DCIS	0.880714	8	58	153	314	0.327623	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	121500000	121750000	P5_INV	0.963813	6	52	104	208	0.333333	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	122000000	122250000	P5_DCIS	1.05977	4	37	28	122	0.186667	10	1|1	0.320065	4|0	0	5|1	0.297808	2|2	0.195104	5|0	0.187023
chr12	122000000	122250000	P5_INV	0.901098	3	26	25	53	0.320513	10	1|1	0.55936	4|0	0.279445	5|1	0	2|2	0.161195	5|0	0
chr12	122250000	122500000	P5_DCIS	0.932815	23	50	278	880	0.240069	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	122250000	122500000	P5_INV	0.970659	17	39	226	444	0.337313	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	122500000	122750000	P5_DCIS	0.917617	20	46	277	654	0.29753	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	122500000	122750000	P5_INV	0.908266	16	33	169	371	0.312963	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	122750000	123000000	P5_DCIS	0.924309	5	43	69	149	0.316514	6	1|1	0.320065	4|0	0	2|2	0.297808	5|2	0.195104	4|1	0.187023
chr12	122750000	123000000	P5_INV	1.0107	2	30	13	47	0.216667	6	1|1	0.55936	4|0	0.279445	2|2	0	5|2	0.161195	4|1	0
chr12	123000000	123250000	P5_DCIS	0.907008	17	54	285	636	0.309446	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	123000000	123250000	P5_INV	0.990423	14	38	190	347	0.353818	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	123250000	123500000	P5_DCIS	0.993595	9	47	113	311	0.266509	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	123250000	123500000	P5_INV	0.938258	6	23	54	84	0.391304	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	123500000	123750000	P5_DCIS	1.0451	4	89	86	272	0.240223	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	123500000	123750000	P5_INV	1.11931	3	102	87	221	0.282468	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	123750000	124000000	P5_DCIS	0.92212	19	49	254	685	0.270501	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	123750000	124000000	P5_INV	1.05188	12	41	169	323	0.343496	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr12	124250000	124500000	P5_DCIS	0.760459	24	69	452	1212	0.271635	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr12	124250000	124500000	P5_INV	0.865782	19	59	348	776	0.309609	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
