#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER
chr3	38750000	39000000	P6_DCIS	1.077887070688581	17	117.41176470588235	890	1106	0.44589178356713427	18
chr3	38750000	39000000	P6_INV	1.1541359490455783	16	59.625	429	525	0.449685534591195	18
chr3	39000000	39250000	P6_DCIS	1.1082146201027554	3	59.666666666666664	82	97	0.4581005586592179	18
chr3	39000000	39250000	P6_INV	1.153498426724784	3	31.333333333333332	46	48	0.48936170212765956	18
chr3	39250000	39500000	P6_DCIS	1.145802618435417	14	132.57142857142858	854	1002	0.46012931034482757	18
chr3	39250000	39500000	P6_INV	1.1946135506815672	13	69.61538461538461	404	501	0.44640883977900553	18
chr3	39500000	39750000	P6_DCIS	1.316649908272992	4	176.5	326	380	0.46175637393767704	18
chr3	39500000	39750000	P6_INV	1.1848447005066285	5	111	232	323	0.418018018018018	18
chr3	40000000	40250000	P6_DCIS	1.3189083225898337	3	118.66666666666667	169	187	0.4747191011235955	18
chr3	40000000	40250000	P6_INV	1.222382307318725	3	56	81	87	0.48214285714285715	18
chr3	40250000	40500000	P6_DCIS	1.1850851823703084	7	132.71428571428572	437	492	0.4703982777179763	18
chr3	40250000	40500000	P6_INV	1.2252648926660588	7	64	207	241	0.46205357142857145	18
chr3	40500000	40750000	P6_DCIS	1.1952441324167018	1	190	94	96	0.49473684210526314	18
chr3	40500000	40750000	P6_INV	1.2971227807968178	1	113	52	61	0.46017699115044247	18
chr3	40750000	41000000	P6_DCIS	2.056569179411729	1	19	5	14	0.2631578947368421	18
chr3	40750000	41000000	P6_INV	1.153116094292198	1	10	5	5	0.5	18
chr3	42250000	42500000	P6_DCIS	1.3384941742665344	11	71.27272727272727	359	425	0.45790816326530615	18
chr3	42250000	42500000	P6_INV	1.2537175385533317	10	27.7	113	164	0.40794223826714804	18
chr3	42500000	42750000	P6_DCIS	1.1143222890270221	24	116.91666666666667	1292	1514	0.46044191019244474	18
chr3	42500000	42750000	P6_INV	1.1813008235476545	20	62.6	565	687	0.4512779552715655	18
chr3	43250000	43500000	P6_DCIS	1.2460461358557278	1	35	10	25	0.2857142857142857	18
chr3	43250000	43500000	P6_INV	1.224478661975697	1	12	3	9	0.25	18
chr3	43500000	43750000	P6_DCIS	1.239763508326608	2	39	32	46	0.41025641025641024	18
chr3	43500000	43750000	P6_INV	1.2185283041945922	1	31	14	17	0.45161290322580644	18
chr3	44750000	45000000	P6_DCIS	1.1428038425606803	1	72	33	39	0.4583333333333333	18
chr3	44750000	45000000	P6_INV	1.1985113366789328	1	27	11	16	0.4074074074074074	18
chr3	45000000	45250000	P6_DCIS	1.148550374679626	6	157.16666666666666	448	495	0.4750795334040297	18
chr3	45000000	45250000	P6_INV	1.2001277222299644	6	72.16666666666667	187	246	0.43187066974595845	18
chr3	45250000	45500000	P6_DCIS	1.306637245670457	4	90	171	189	0.475	18
chr3	45250000	45500000	P6_INV	1.1789630810425211	3	56	75	93	0.44642857142857145	18
chr3	45500000	45750000	P6_DCIS	1.1770342259934463	1	50	24	26	0.48	18
chr3	45500000	45750000	P6_INV	1.2390029370708933	1	17	7	10	0.4117647058823529	18
chr3	45750000	46000000	P6_DCIS	1.1138006277167602	10	83.8	380	458	0.45346062052505964	18
chr3	45750000	46000000	P6_INV	1.1739603221704105	8	48.625	167	222	0.42930591259640105	18
chr3	46000000	46250000	P6_DCIS	1.1380921681660876	9	70.44444444444444	287	347	0.4526813880126183	18
chr3	46000000	46250000	P6_INV	1.1783527117236658	8	32.875	117	146	0.4448669201520912	18
chr3	46250000	46500000	P6_DCIS	1.130851758087627	21	102.66666666666667	978	1178	0.4536178107606679	18
chr3	46250000	46500000	P6_INV	1.2164411310698766	20	49.45	445	544	0.4499494438827098	18
chr3	46500000	46750000	P6_DCIS	1.1535645625751474	27	94.74074074074075	1184	1374	0.4628616106333073	18
chr3	46500000	46750000	P6_INV	1.2279998388396944	25	55.84	617	779	0.44197707736389685	18
chr3	46750000	47000000	P6_DCIS	1.1812130032284387	8	76.375	264	347	0.4320785597381342	18
chr3	46750000	47000000	P6_INV	1.1808448650455075	8	29.5	96	140	0.4067796610169492	18
chr3	47000000	47250000	P6_DCIS	1.1780734278679437	21	115.19047619047619	1123	1296	0.4642414220752377	18
chr3	47000000	47250000	P6_INV	1.2143992018769862	20	48.95	442	537	0.4514811031664964	18
chr3	47250000	47500000	P6_DCIS	1.204326409882608	14	75.92857142857143	452	611	0.42521166509877706	18
chr3	47250000	47500000	P6_INV	1.251908063960962	12	36.916666666666664	197	246	0.44469525959367945	18
chr3	47500000	47750000	P6_DCIS	1.239706169828499	13	130.07692307692307	768	923	0.4541691306918983	18
chr3	47500000	47750000	P6_INV	1.2977271187220516	12	62.166666666666664	334	412	0.4477211796246649	18
chr3	47750000	48000000	P6_DCIS	1.2407565999252812	12	109	613	695	0.46865443425076453	18
chr3	47750000	48000000	P6_INV	1.2893556966397832	10	56.5	253	312	0.44778761061946903	18
chr3	48000000	48250000	P6_DCIS	1.2465877170785464	5	96.2	219	262	0.4553014553014553	18
chr3	48000000	48250000	P6_INV	1.358796900725479	5	41.8	80	129	0.3827751196172249	18
chr3	48250000	48500000	P6_DCIS	1.157805208628758	19	108.10526315789474	957	1097	0.46592015579357354	18
chr3	48250000	48500000	P6_INV	1.2515657104381426	19	53.1578947368421	468	542	0.4633663366336634	18
chr3	48500000	48750000	P6_DCIS	1.1297866975669024	4	133.5	258	276	0.48314606741573035	18
chr3	48500000	48750000	P6_INV	1.2312690840888436	4	62.5	112	138	0.448	18
chr3	48750000	49000000	P6_DCIS	1.3180090823286978	1	24	11	13	0.4583333333333333	18
chr3	48750000	49000000	P6_INV	1.3148806489465605	1	14	6	8	0.42857142857142855	18
chr3	49000000	49250000	P6_DCIS	1.1297898281110477	1	36	16	20	0.4444444444444444	18
chr3	49000000	49250000	P6_INV	1.2239303759701596	1	10	4	6	0.4	18
chr3	49250000	49500000	P6_DCIS	1.3049095810419826	1	115	56	59	0.48695652173913045	18
chr3	49250000	49500000	P6_INV	1.413281148694834	1	56	22	34	0.39285714285714285	18
chr3	49500000	49750000	P6_DCIS	1.1319842388870927	11	102.0909090909091	479	644	0.42653606411398043	18
chr3	49500000	49750000	P6_INV	1.1726218466257872	11	44.90909090909091	215	279	0.4352226720647773	18
chr3	49750000	50000000	P6_DCIS	1.1642382755576792	20	103.65	941	1132	0.45393150024119633	18
chr3	49750000	50000000	P6_INV	1.2203373979270387	20	45.4	407	501	0.44823788546255505	18
chr3	50250000	50500000	P6_DCIS	1.1058626787025045	5	48	103	137	0.42916666666666664	18
chr3	50250000	50500000	P6_INV	1.1873796511856678	5	25.8	59	70	0.4573643410852713	18
chr3	50500000	50750000	P6_DCIS	1.1982675988548912	6	113.5	315	366	0.46255506607929514	18
chr3	50500000	50750000	P6_INV	1.1953883404929635	5	55.2	120	156	0.43478260869565216	18
chr3	50750000	51000000	P6_DCIS	1.35328404534931	7	125.14285714285714	420	456	0.4794520547945205	18
chr3	50750000	51000000	P6_INV	1.2710419272830007	6	63.5	167	214	0.43832020997375326	18
chr3	51000000	51250000	P6_DCIS	1.3374971210526652	4	112.25	217	232	0.48329621380846327	18
chr3	51000000	51250000	P6_INV	1.2635754646171518	3	44.333333333333336	61	72	0.45864661654135336	18
chr3	51250000	51500000	P6_DCIS	1.1603632502309527	5	106.2	233	298	0.4387947269303202	18
chr3	51250000	51500000	P6_INV	1.2501159887128441	4	58	108	124	0.46551724137931033	18
chr3	51750000	52000000	P6_DCIS	1.1954443187473833	2	30	29	31	0.48333333333333334	18
chr3	51750000	52000000	P6_INV	1.2178100757166745	1	16	8	8	0.5	18
chr3	52000000	52250000	P6_DCIS	1.209760323296372	7	124.71428571428571	396	477	0.4536082474226804	18
chr3	52000000	52250000	P6_INV	1.3022762528614293	7	60.714285714285715	201	224	0.47294117647058825	18
chr3	52250000	52500000	P6_DCIS	1.128209031814934	13	72	411	525	0.4391025641025641	18
chr3	52250000	52500000	P6_INV	1.2003886199421514	12	33.416666666666664	177	224	0.44139650872817954	18
chr3	52500000	52750000	P6_DCIS	1.1668384571591888	36	94.19444444444444	1508	1883	0.44470657623120025	18
chr3	52500000	52750000	P6_INV	1.2482287427640082	34	49.38235294117647	767	912	0.45681953543776055	18
chr3	52750000	53000000	P6_DCIS	1.1857222099379792	48	114.41666666666667	2469	3023	0.4495630007283321	18
chr3	52750000	53000000	P6_INV	1.2515326984911774	45	53.91111111111111	1096	1330	0.4517724649629019	18
chr3	53000000	53250000	P6_DCIS	1.2651848075207845	7	156.57142857142858	503	593	0.45894160583941607	18
chr3	53000000	53250000	P6_INV	1.338392883078343	6	80.66666666666667	216	268	0.4462809917355372	18
chr3	53500000	53750000	P6_DCIS	1.2357850102446617	1	118	53	65	0.4491525423728814	18
chr3	53500000	53750000	P6_INV	1.3087575468807724	1	61	28	33	0.45901639344262296	18
chr3	53750000	54000000	P6_DCIS	1.1075808526601998	24	107.66666666666667	1148	1436	0.44427244582043346	18
chr3	53750000	54000000	P6_INV	1.1865273252667532	21	56.04761904761905	513	664	0.4358538657604078	18
chr3	54250000	54500000	P6_DCIS	1.47962050028828	1	278	133	145	0.4784172661870504	18
chr3	54250000	54500000	P6_INV	1.1006423616882242	1	145	72	73	0.496551724137931	18
chr3	54500000	54750000	P6_DCIS	1.247520215090332	1	247	119	128	0.4817813765182186	18
chr3	54500000	54750000	P6_INV	1.1676704075974895	1	122	53	69	0.4344262295081967	18
chr3	54750000	55000000	P6_DCIS	1.1501865800925304	7	130.57142857142858	400	514	0.437636761487965	18
chr3	54750000	55000000	P6_INV	1.1577695965644141	7	71.71428571428571	223	279	0.4442231075697211	18
chr3	55000000	55250000	P6_DCIS	1.2054718509934772	2	90.5	88	93	0.4861878453038674	18
chr3	55000000	55250000	P6_INV	1.2155921074155511	2	43	39	47	0.45348837209302323	18
chr3	55500000	55750000	P6_DCIS	1.2127178554894589	1	254	123	131	0.484251968503937	18
chr3	55500000	55750000	P6_INV	1.1667578852275142	1	103	50	53	0.4854368932038835	18
chr3	56500000	56750000	P6_DCIS	1.2195857966775003	32	124.5625	1827	2159	0.458354239839438	18
chr3	56500000	56750000	P6_INV	1.271858054511649	32	70.6875	1047	1215	0.46286472148541113	18
chr3	56750000	57000000	P6_DCIS	1.2556470970174047	5	90.6	200	253	0.44150110375275936	18
chr3	56750000	57000000	P6_INV	1.2578816353397635	5	35	77	98	0.44	18
chr3	57000000	57250000	P6_DCIS	1.2609813402919425	10	110	490	610	0.44545454545454544	18
chr3	57000000	57250000	P6_INV	1.3065180062658508	11	66	338	388	0.465564738292011	18
chr3	57250000	57500000	P6_DCIS	1.197056036178346	29	165.6551724137931	2253	2551	0.4689841798501249	18
chr3	57250000	57500000	P6_INV	1.2402089897666342	29	82.41379310344827	1093	1297	0.45732217573221756	18
chr3	57500000	57750000	P6_DCIS	1.2729204448976736	10	50.2	214	288	0.4262948207171315	18
chr3	57500000	57750000	P6_INV	1.3434737163190638	9	27.444444444444443	106	141	0.4291497975708502	18
chr3	57750000	58000000	P6_DCIS	1.257169576916851	6	106	290	346	0.4559748427672956	18
chr3	57750000	58000000	P6_INV	1.2915986111886517	6	54.666666666666664	150	178	0.4573170731707317	18
chr3	58000000	58250000	P6_DCIS	1.1549591160674781	19	76.73684210526316	667	791	0.45747599451303156	18
chr3	58000000	58250000	P6_INV	1.2510795825535335	19	35.421052631578945	302	371	0.4487369985141159	18
chr3	58250000	58500000	P6_DCIS	1.2528366789766656	35	120.97142857142858	1941	2293	0.4584317430325933	18
chr3	58250000	58500000	P6_INV	1.3044981892791687	33	55.515151515151516	820	1012	0.44759825327510916	18
chr3	58500000	58750000	P6_DCIS	1.1301748212970564	9	107.11111111111111	422	542	0.43775933609958506	18
chr3	58500000	58750000	P6_INV	1.1574900927459224	9	53.888888888888886	216	269	0.44536082474226807	18
chr3	59750000	60000000	P6_DCIS	1.4758071567390798	4	159.25	286	351	0.4489795918367347	18
chr3	59750000	60000000	P6_INV	1.2521285926018624	4	67.25	118	151	0.43866171003717475	18
chr3	60000000	60250000	P6_DCIS	2.4213787341849042	1	38	17	21	0.4473684210526316	18
chr3	60000000	60250000	P6_INV	1.321888299615297	1	12	5	7	0.4166666666666667	18
chr3	61500000	61750000	P6_DCIS	1.613503555311545	1	111	46	65	0.4144144144144144	18
chr3	61500000	61750000	P6_INV	1.2767355522419241	1	62	30	32	0.4838709677419355	18
chr3	62000000	62250000	P6_DCIS	1.1099145768004126	3	97.66666666666667	140	153	0.4778156996587031	18
chr3	62000000	62250000	P6_INV	1.086353498003467	3	47.666666666666664	65	78	0.45454545454545453	18
chr3	62250000	62500000	P6_DCIS	1.1181847686209931	6	87.5	229	296	0.4361904761904762	18
chr3	62250000	62500000	P6_INV	1.1601905516600624	6	40.666666666666664	98	146	0.4016393442622951	18
chr3	62500000	62750000	P6_DCIS	1.1882097383504202	6	76.66666666666667	197	263	0.4282608695652174	18
chr3	62500000	62750000	P6_INV	1.1979238839551503	4	48.5	84	110	0.4329896907216495	18
chr3	62750000	63000000	P6_DCIS	1.5879546278445564	1	76	37	39	0.4868421052631579	18
chr3	62750000	63000000	P6_INV	1.1006133207372477	1	28	13	15	0.4642857142857143	18
chr3	63000000	63250000	P6_DCIS	1.965366096129883	1	31	14	17	0.45161290322580644	18
chr3	63000000	63250000	P6_INV	1.2779155296469538	1	17	7	10	0.4117647058823529	18
chr3	63500000	63750000	P6_DCIS	1.270662817250482	1	56	19	37	0.3392857142857143	18
chr3	63500000	63750000	P6_INV	1.1908099844855133	1	23	8	15	0.34782608695652173	18
chr3	63750000	64000000	P6_DCIS	1.1678598994644915	8	98.375	365	422	0.46378653113087676	18
chr3	63750000	64000000	P6_INV	1.1449339792894915	8	37.625	133	168	0.4418604651162791	18
chr3	64000000	64250000	P6_DCIS	1.1780043123448665	9	123.33333333333333	520	590	0.46846846846846846	18
chr3	64000000	64250000	P6_INV	1.1841631369986187	9	54	218	268	0.448559670781893	18
chr3	64500000	64750000	P6_DCIS	1.1067884276718873	13	102.15384615384616	578	750	0.4352409638554217	18
chr3	64500000	64750000	P6_INV	1.147013320618887	13	40.38461538461539	240	285	0.45714285714285713	18
chr3	65500000	65750000	P6_DCIS	1.4639537206674977	1	121	55	66	0.45454545454545453	18
chr3	65500000	65750000	P6_INV	1.1468879443082765	1	54	25	29	0.46296296296296297	18
chr3	66250000	66500000	P6_DCIS	1.1410340510864647	1	112	50	62	0.44642857142857145	18
chr3	66250000	66500000	P6_INV	1.1712505604749608	2	103	97	109	0.470873786407767	18
chr3	66500000	66750000	P6_DCIS	1.303567454793672	2	28.5	21	36	0.3684210526315789	18
chr3	66500000	66750000	P6_INV	1.2110423770563101	2	8	7	9	0.4375	18
chr3	67000000	67250000	P6_DCIS	1.2290887520997982	1	210	98	112	0.4666666666666667	18
chr3	67000000	67250000	P6_INV	1.1801673031131152	1	85	41	44	0.4823529411764706	18
chr3	67250000	67500000	P6_DCIS	1.5798838250563634	4	95.5	177	205	0.46335078534031415	18
chr3	67250000	67500000	P6_INV	1.1173816008335726	4	39.5	72	86	0.45569620253164556	18
chr3	68500000	68750000	P6_DCIS	1.2811698477767532	2	145.5	127	164	0.436426116838488	18
chr3	68500000	68750000	P6_INV	1.1384446690487786	2	62	53	71	0.4274193548387097	18
chr3	69000000	69250000	P6_DCIS	1.1397012559655317	28	135.96428571428572	1724	2083	0.4528500131337011	18
chr3	69000000	69250000	P6_INV	1.2148329080368072	25	69	790	935	0.4579710144927536	18
chr3	69250000	69500000	P6_DCIS	1.2978812509315891	8	105	375	465	0.44642857142857145	18
chr3	69250000	69500000	P6_INV	1.2815958969293988	7	52.57142857142857	147	221	0.39945652173913043	18
chr3	70500000	70750000	P6_DCIS	1.7252449747084713	1	30	13	17	0.43333333333333335	18
chr3	70500000	70750000	P6_INV	1.241693958960217	1	10	4	6	0.4	18
chr3	70750000	71000000	P6_DCIS	2.0007906984740758	1	41	15	26	0.36585365853658536	2
chr3	70750000	71000000	P6_INV	1.2677441507543807	1	13	5	8	0.38461538461538464	2
chr3	71000000	71250000	P6_DCIS	1.1698357106225328	6	68.66666666666667	183	229	0.4441747572815534	18
chr3	71000000	71250000	P6_INV	1.193355716314184	6	27.666666666666668	72	94	0.43373493975903615	18
chr3	72000000	72250000	P6_DCIS	1.6787329743324464	3	99.33333333333333	133	165	0.4463087248322148	18
chr3	72000000	72250000	P6_INV	1.339071534311074	3	40.666666666666664	55	67	0.45081967213114754	18
chr3	73250000	73500000	P6_DCIS	1.2236482498140704	6	113.83333333333333	307	376	0.4494875549048316	18
chr3	73250000	73500000	P6_INV	1.1621729402511571	6	58.833333333333336	160	193	0.45325779036827196	18
chr3	73500000	73750000	P6_DCIS	1.4221515955118165	1	58	25	33	0.43103448275862066	18
chr3	73500000	73750000	P6_INV	1.1631602646175903	1	23	8	15	0.34782608695652173	18
chr3	74250000	74500000	P6_DCIS	1.1232077743240414	5	100.4	228	274	0.4541832669322709	18
chr3	74250000	74500000	P6_INV	1.1440691636012545	5	37.8	78	111	0.4126984126984127	18
chr3	75000000	75250000	P6_DCIS	2.2823539817344036	1	85	41	44	0.4823529411764706	18
chr3	75000000	75250000	P6_INV	1.3116846198566798	1	44	18	26	0.4090909090909091	18
chr3	75250000	75500000	P6_DCIS	1.1476585615004824	7	80.14285714285714	262	299	0.46702317290552586	18
chr3	75250000	75500000	P6_INV	1.1263733449778384	6	37.666666666666664	97	129	0.42920353982300885	18
chr3	75500000	75750000	P6_DCIS	1.0112749554315865	12	54.666666666666664	286	370	0.43597560975609756	18
chr3	75500000	75750000	P6_INV	1.060396303815085	10	28.5	103	182	0.36140350877192984	18
chr3	75750000	76000000	P6_DCIS	1.4296389733252404	24	163.83333333333334	1595	2337	0.405645981688708	2
chr3	75750000	76000000	P6_INV	1.200607420148883	24	86.375	840	1233	0.40520984081041966	2
chr3	76250000	76500000	P6_DCIS	1.3311470426009553	3	281.3333333333333	404	440	0.4786729857819905	18
chr3	76250000	76500000	P6_INV	1.1649769422680674	3	150.66666666666666	200	252	0.4424778761061947	18
chr3	77000000	77250000	P6_DCIS	1.4583087761425977	5	92.4	190	272	0.41125541125541126	2
chr3	77000000	77250000	P6_INV	1.1734058385584174	5	37.2	74	112	0.3978494623655914	2
chr3	77500000	77750000	P6_DCIS	1.1092976755298876	9	42.77777777777778	158	227	0.4103896103896104	18
chr3	77500000	77750000	P6_INV	1.1422496332088379	7	20.857142857142858	64	82	0.4383561643835616	18
chr3	78500000	78750000	P6_DCIS	1.0884685099520912	1	32	14	18	0.4375	18
chr3	78500000	78750000	P6_INV	1.108308933554069	1	12	5	7	0.4166666666666667	18
chr3	78750000	79000000	P6_DCIS	1.340707780369149	1	52	22	30	0.4230769230769231	18
chr3	78750000	79000000	P6_INV	1.1320501900693918	1	16	7	9	0.4375	18
chr3	79500000	79750000	P6_DCIS	1.7284928765264904	1	8	4	4	0.5	18
chr3	79500000	79750000	P6_INV	0.9882612221203679	1	8	3	5	0.375	18
chr3	80000000	80250000	P6_DCIS	1.7582854442117548	2	125.5	116	135	0.46215139442231074	18
chr3	80000000	80250000	P6_INV	1.1133813352759532	2	66.5	63	70	0.47368421052631576	18
chr3	80250000	80500000	P6_DCIS	1.8604833321574188	1	167	79	88	0.47305389221556887	18
chr3	80250000	80500000	P6_INV	1.2197458327071207	1	90	44	46	0.4888888888888889	18
chr3	81500000	81750000	P6_DCIS	1.1207502294820841	6	73.66666666666667	198	244	0.4479638009049774	18
chr3	81500000	81750000	P6_INV	1.0647352250102042	5	37	81	104	0.43783783783783786	18
chr3	82750000	83000000	P6_DCIS	1.2843916708514798	3	184.33333333333334	266	287	0.4810126582278481	18
chr3	82750000	83000000	P6_INV	1.0728435414936754	3	80.33333333333333	104	137	0.4315352697095436	18
chr3	87000000	87250000	P6_DCIS	1.2810883306939345	11	215.54545454545453	1094	1277	0.46140868831716575	18
chr3	87000000	87250000	P6_INV	1.1643504657057668	11	109.9090909090909	557	652	0.46071133167907363	18
chr3	87250000	87500000	P6_DCIS	1.1706770833411568	1	95	46	49	0.4842105263157895	18
chr3	87250000	87500000	P6_INV	1.0977178870119577	1	37	15	22	0.40540540540540543	18
chr3	87750000	88000000	P6_DCIS	2.3165228357772802	1	50	24	26	0.48	18
chr3	87750000	88000000	P6_INV	1.286322868657789	1	21	10	11	0.47619047619047616	18
chr3	88250000	88500000	P6_DCIS	1.4216806024866282	3	106.33333333333333	149	170	0.4670846394984326	18
chr3	88250000	88500000	P6_INV	1.1057935402240393	3	46.666666666666664	64	76	0.45714285714285713	18
chr3	88750000	89000000	P6_DCIS	1.2041600678515991	5	203.6	478	540	0.46954813359528486	18
chr3	88750000	89000000	P6_INV	1.0777874660328293	5	87.8	198	241	0.4510250569476082	18
chr3	93750000	94000000	P6_DCIS	1.394182081474878	1	231	107	124	0.46320346320346323	2
chr3	93750000	94000000	P6_INV	1.4684012609849622	1	128	58	70	0.453125	2
chr3	94000000	94250000	P6_DCIS	1.72881744450614	1	83	27	56	0.3253012048192771	2
chr3	94000000	94250000	P6_INV	1.4940470072911531	2	138	102	174	0.3695652173913043	2
chr3	94500000	94750000	P6_DCIS	1.6941298211373144	2	168	134	202	0.39880952380952384	2
chr3	94500000	94750000	P6_INV	1.5517426801455432	2	89	74	104	0.4157303370786517	2
chr3	95250000	95500000	P6_DCIS	2.2311917000466814	1	111	41	70	0.36936936936936937	2
chr3	95250000	95500000	P6_INV	1.5222837432648524	1	47	13	34	0.2765957446808511	2
chr3	97000000	97250000	P6_DCIS	1.475295049984407	13	115.84615384615384	603	903	0.40039840637450197	2
chr3	97000000	97250000	P6_INV	1.3630571463590357	12	58.583333333333336	242	461	0.3442389758179232	2
chr3	97250000	97500000	P6_DCIS	1.380440534436359	3	66.33333333333333	86	113	0.4321608040201005	2
chr3	97250000	97500000	P6_INV	1.4022555515578046	3	24.666666666666668	23	51	0.3108108108108108	2
chr3	97500000	97750000	P6_DCIS	1.3649170527551362	15	92.86666666666666	567	826	0.40703517587939697	2
chr3	97500000	97750000	P6_INV	1.464347911691684	14	60.5	299	548	0.3530106257378985	2
chr3	97750000	98000000	P6_DCIS	1.423899374384451	6	80.5	177	306	0.36645962732919257	2
chr3	97750000	98000000	P6_INV	1.4298516353398694	6	66.33333333333333	123	275	0.30904522613065327	2
chr3	98000000	98250000	P6_DCIS	1.3806905480845997	4	102.75	148	263	0.36009732360097324	2
chr3	98000000	98250000	P6_INV	1.4693923199783279	5	76.2	144	237	0.3779527559055118	2
chr3	98250000	98500000	P6_DCIS	1.4430729793794599	1	28	10	18	0.35714285714285715	2
chr3	98250000	98500000	P6_INV	1.5581021716945507	1	8	4	4	0.5	2
chr3	100000000	100250000	P6_DCIS	1.479033501644821	12	99.33333333333333	465	727	0.3901006711409396	2
chr3	100000000	100250000	P6_INV	1.5947143624557951	12	66.08333333333333	295	498	0.3720050441361917	2
chr3	100250000	100500000	P6_DCIS	1.387154285073116	9	164.66666666666666	610	872	0.4116059379217274	2
chr3	100250000	100500000	P6_INV	1.4962514733757328	10	94	332	608	0.35319148936170214	2
chr3	100500000	100750000	P6_DCIS	1.4047790537286593	19	144.8421052631579	1046	1706	0.3800872093023256	2
chr3	100500000	100750000	P6_INV	1.5224549867217894	18	75.88888888888889	541	825	0.39604685212298685	2
chr3	101000000	101250000	P6_DCIS	1.4281510084092877	1	51	16	35	0.3137254901960784	2
chr3	101000000	101250000	P6_INV	1.5043978975917185	1	21	8	13	0.38095238095238093	2
chr3	101250000	101500000	P6_DCIS	1.4734619284033281	8	150.875	440	767	0.36454018227009116	2
chr3	101250000	101500000	P6_INV	1.615657070964898	8	69.375	211	344	0.3801801801801802	2
chr3	101500000	101750000	P6_DCIS	1.4380611440836524	3	64	85	107	0.4427083333333333	2
chr3	101500000	101750000	P6_INV	1.568003303295784	3	31	36	57	0.3870967741935484	2
chr3	102750000	103000000	P6_DCIS	2.7694015952638984	1	85	36	49	0.4235294117647059	2
chr3	102750000	103000000	P6_INV	1.6182771573436698	1	40	19	21	0.475	2
chr3	103750000	104000000	P6_DCIS	2.3954518362465795	3	72.66666666666667	88	130	0.4036697247706422	2
chr3	103750000	104000000	P6_INV	1.4855478728509384	3	36.666666666666664	37	73	0.33636363636363636	2
chr3	105250000	105500000	P6_DCIS	1.376773985418362	12	146	680	1072	0.3881278538812785	2
chr3	105250000	105500000	P6_INV	1.4475684012458843	13	78.6923076923077	372	651	0.36363636363636365	2
chr3	106500000	106750000	P6_DCIS	2.1528968367027965	1	270	103	167	0.3814814814814815	2
chr3	106500000	106750000	P6_INV	1.495269012858136	1	145	50	95	0.3448275862068966	2
chr3	107000000	107250000	P6_DCIS	1.7533216321115948	1	83	30	53	0.3614457831325301	2
chr3	107000000	107250000	P6_INV	1.614603955317662	1	39	18	21	0.46153846153846156	2
chr3	107250000	107500000	P6_DCIS	1.3766801900847707	1	63	23	40	0.36507936507936506	2
chr3	107250000	107500000	P6_INV	1.506313742301359	1	28	11	17	0.39285714285714285	2
chr3	107500000	107750000	P6_DCIS	1.583350229406011	2	75	62	88	0.41333333333333333	2
chr3	107500000	107750000	P6_INV	1.501883799922919	2	33	22	44	0.3333333333333333	2
chr3	107750000	108000000	P6_DCIS	1.4411821518747068	11	108	411	777	0.34595959595959597	2
chr3	107750000	108000000	P6_INV	1.4877628082789542	12	58.833333333333336	277	429	0.3923512747875354	2
chr3	108000000	108250000	P6_DCIS	1.3736694619447163	35	123.54285714285714	1749	2575	0.40448658649398705	2
chr3	108000000	108250000	P6_INV	1.5408515501805398	35	73.77142857142857	945	1637	0.365995352439969	2
chr3	108250000	108500000	P6_DCIS	1.3716930552028297	20	105	820	1280	0.3904761904761905	2
chr3	108250000	108500000	P6_INV	1.443737526749077	20	62.2	449	795	0.3609324758842444	2
chr3	108500000	108750000	P6_DCIS	1.4281332009723564	17	157.94117647058823	1041	1644	0.3877094972067039	2
chr3	108500000	108750000	P6_INV	1.481436832281848	19	99.84210526315789	711	1186	0.37480231945176595	2
chr3	108750000	109000000	P6_DCIS	1.474732500442923	13	166.46153846153845	836	1328	0.38632162661737524	2
chr3	108750000	109000000	P6_INV	1.547265499338743	12	100.58333333333333	421	786	0.3487986743993372	2
chr3	109000000	109250000	P6_DCIS	1.6067657991726187	4	110	174	266	0.39545454545454545	2
chr3	109000000	109250000	P6_INV	1.7008224824468745	5	73.6	146	222	0.3967391304347826	2
chr3	110250000	110500000	P6_DCIS	2.6341518333114755	1	25	7	18	0.28	19
chr3	110250000	110500000	P6_INV	1.479829491136685	1	19	5	14	0.2631578947368421	19
chr3	111250000	111500000	P6_DCIS	1.4175293591879177	6	134.83333333333334	302	507	0.37330037082818296	2
chr3	111250000	111500000	P6_INV	1.4991810287741774	6	53.666666666666664	124	198	0.38509316770186336	2
chr3	111500000	111750000	P6_DCIS	1.382406825681014	10	125.6	514	742	0.40923566878980894	2
chr3	111500000	111750000	P6_INV	1.51463833338004	10	67.7	262	415	0.3870014771048744	2
chr3	111750000	112000000	P6_DCIS	1.4086338104855922	5	45	84	141	0.37333333333333335	2
chr3	111750000	112000000	P6_INV	1.4868467858303147	5	18	35	55	0.3888888888888889	2
chr3	112000000	112250000	P6_DCIS	1.4399687594552137	3	101	124	179	0.40924092409240925	2
chr3	112000000	112250000	P6_INV	1.5593251251273388	3	44.333333333333336	49	84	0.3684210526315789	2
chr3	112500000	112750000	P6_DCIS	1.385987877941832	5	119.2	240	356	0.40268456375838924	2
chr3	112500000	112750000	P6_INV	1.4645809104813974	4	69.5	99	179	0.35611510791366907	2
chr3	112750000	113000000	P6_DCIS	1.550906267547027	7	163.71428571428572	410	736	0.35776614310645727	2
